19:35:48.60,25/1/20,71.3338,-156.4064,149.70,-0.20,0.12,-0.04
19:35:48.80,25/1/20,71.3338,-156.4064,149.70,-0.19,0.08,0.02
19:35:49.00,25/1/20,71.3338,-156.4064,149.70,-0.05,0.00,-0.06
19:35:49.20,25/1/20,71.3338,-156.4064,149.70,-0.15,-0.03,-0.37
19:35:49.40,25/1/20,71.3338,-156.4064,149.70,-0.15,0.12,0.15
19:35:49.60,25/1/20,71.3339,-156.4064,149.70,-0.07,0.04,0.03
19:35:49.80,25/1/20,71.3339,-156.4064,149.70,-0.17,0.09,0.05
19:35:50.00,25/1/20,71.3338,-156.4065,149.70,-0.24,0.12,-0.05
19:35:50.20,25/1/20,71.3338,-156.4065,149.70,-0.11,0.06,0.26
19:35:50.40,25/1/20,71.3338,-156.4065,149.70,-0.19,0.03,-0.15
19:35:50.60,25/1/20,71.3338,-156.4065,149.70,-0.11,0.12,0.00
19:35:50.80,25/1/20,71.3338,-156.4065,149.70,-0.09,0.03,0.11
19:35:51.00,25/1/20,71.3338,-156.4065,149.70,-0.20,0.07,-0.11
19:35:51.20,25/1/20,71.3338,-156.4065,149.70,-0.07,0.06,0.25
19:35:51.40,25/1/20,71.3338,-156.4065,149.70,-0.07,0.07,0.18
19:35:51.60,25/1/20,71.3338,-156.4065,149.70,-0.21,0.11,0.04
19:35:51.80,25/1/20,71.3338,-156.4065,149.70,-0.16,0.05,0.00
19:35:52.00,25/1/20,71.3338,-156.4065,149.70,-0.14,0.02,0.03
19:35:52.20,25/1/20,71.3338,-156.4065,149.70,-0.20,0.04,-0.18
19:35:52.40,25/1/20,71.3338,-156.4065,149.70,-0.06,0.10,0.36
19:35:52.60,25/1/20,71.3338,-156.4065,149.70,-0.14,-0.02,-0.10
19:35:52.80,25/1/20,71.3338,-156.4065,149.70,-0.25,0.01,-0.33
19:35:53.00,25/1/20,71.3338,-156.4065,149.70,-0.19,0.12,-0.06
19:35:53.20,25/1/20,71.3338,-156.4065,149.70,-0.08,0.04,0.07
19:35:53.40,25/1/20,71.3338,-156.4066,149.70,-0.18,0.01,-0.36
19:35:53.60,25/1/20,71.3338,-156.4066,149.70,-0.21,0.11,-0.04
19:35:53.80,25/1/20,71.3338,-156.4066,149.70,-0.07,0.00,0.03
19:35:54.00,25/1/20,71.3338,-156.4066,149.70,-0.17,0.14,0.00
19:35:54.07,25/1/20,71.3338,-156.4066,149.70,-0.23,0.03,-0.18
19:35:54.13,25/1/20,71.3337,-156.4071,141.20,-0.16,0.01,-0.31
19:35:54.40,25/1/20,71.3335,-156.4077,132.10,-0.18,0.00,-0.25
19:35:54.60,25/1/20,71.3335,-156.4077,131.80,-0.16,0.09,-0.27
19:35:54.80,25/1/20,71.3335,-156.4077,131.60,-0.06,0.11,0.19
19:35:55.00,25/1/20,71.3335,-156.4077,131.50,-0.04,0.02,0.01
19:35:55.20,25/1/20,71.3334,-156.4080,128.30,-0.09,-0.08,-0.21
19:35:55.40,25/1/20,71.3334,-156.4082,125.90,-0.16,0.05,-0.12
19:35:55.60,25/1/20,71.3334,-156.4081,125.20,0.15,0.02,0.48
19:35:55.80,25/1/20,71.3334,-156.4081,124.50,-1.66,1.14,-0.75
19:35:56.00,25/1/20,71.3334,-156.4081,124.20,-0.05,0.77,0.27
19:35:56.20,25/1/20,71.3334,-156.4081,123.90,-1.41,0.40,2.92
19:35:56.40,25/1/20,71.3334,-156.4081,123.60,0.41,-1.07,0.85
19:35:56.60,25/1/20,71.3334,-156.4081,123.50,-0.65,0.29,0.50
19:35:56.80,25/1/20,71.3334,-156.4081,123.30,0.08,-0.89,-0.88
19:35:57.00,25/1/20,71.3334,-156.4080,123.10,-0.82,-1.08,-0.36
19:35:57.20,25/1/20,71.3334,-156.4080,122.90,-0.27,-0.06,-0.19
19:35:57.40,25/1/20,71.3335,-156.4080,122.80,-0.72,-0.09,-0.40
19:35:57.60,25/1/20,71.3334,-156.4082,119.00,-0.70,0.87,0.08
19:35:57.80,25/1/20,71.3334,-156.4082,118.50,0.51,1.87,-0.11
19:35:58.00,25/1/20,71.3334,-156.4082,117.90,0.27,0.92,-0.19
19:35:58.20,25/1/20,71.3334,-156.4083,116.00,-0.39,-0.43,-0.43
19:35:58.40,25/1/20,71.3333,-156.4083,114.40,-1.93,-0.18,-0.51
19:35:58.60,25/1/20,71.3333,-156.4083,113.60,0.19,-0.62,0.23
19:35:58.80,25/1/20,71.3333,-156.4083,112.90,-0.22,0.26,-0.54
19:35:59.00,25/1/20,71.3333,-156.4083,112.20,0.42,0.14,0.42
19:35:59.20,25/1/20,71.3333,-156.4083,111.40,0.66,-0.06,-0.01
19:35:59.40,25/1/20,71.3333,-156.4084,109.20,-0.35,-0.79,-0.82
19:35:59.60,25/1/20,71.3333,-156.4084,107.30,-0.42,-0.27,1.26
19:35:59.80,25/1/20,71.3333,-156.4084,106.50,-0.65,-0.16,-0.44
19:36:0.00,25/1/20,71.3333,-156.4085,104.40,-0.69,-0.40,-0.41
19:36:0.20,25/1/20,71.3333,-156.4085,102.60,-0.39,0.82,-0.38
19:36:0.40,25/1/20,71.3333,-156.4085,101.50,-0.29,0.54,-0.02
19:36:0.60,25/1/20,71.3333,-156.4085,100.70,-0.10,0.69,0.25
19:36:0.80,25/1/20,71.3333,-156.4085,100.00,-0.32,0.55,-0.26
19:36:1.00,25/1/20,71.3333,-156.4085,99.20,-0.03,0.47,0.28
19:36:1.20,25/1/20,71.3333,-156.4085,98.50,-0.09,-0.86,0.09
19:36:1.40,25/1/20,71.3333,-156.4085,97.80,0.24,-0.55,-0.61
19:36:1.60,25/1/20,71.3333,-156.4085,97.10,-0.06,-0.57,-0.27
19:36:1.80,25/1/20,71.3333,-156.4085,96.70,0.30,0.26,0.61
19:36:2.00,25/1/20,71.3332,-156.4085,95.50,-0.45,-0.26,-0.07
19:36:2.20,25/1/20,71.3332,-156.4085,94.30,-0.24,0.13,-0.16
19:36:2.40,25/1/20,71.3332,-156.4085,93.30,0.30,0.44,0.67
19:36:2.60,25/1/20,71.3332,-156.4086,92.10,-0.13,0.43,-0.20
19:36:2.80,25/1/20,71.3332,-156.4086,90.90,0.04,0.91,-0.86
